collectorNumber,foiled,inMyTradelist,inMyCollection,inMyWantlist,name_en,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_en,supportAbility_en,abilities_fr,supportAbility_fr,id,imagePath
BTG-166-C-EN,False,0,4,False,Dorothy Gale,Dorothy Gale,Yzmir,Common,Character,5,3,3,2,2,,,{H} You may send target Character to Reserve.,,{H} Vous pouvez envoyer un Personnage ciblé en Réserve.,,ALT_CORE_B_YZ_16_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_16/JPG/en_US/81c02e94940c9e0a99c7aa5b15f1feae.jpg
BTG-166-C-EN,False,0,1,False,Dorothy Gale,Dorothy Gale,Yzmir,Common,Character,5,3,3,2,2,,,{H} You may send target Character to Reserve.,,{H} Vous pouvez envoyer un Personnage ciblé en Réserve.,,ALT_COREKS_B_YZ_16_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_16/JPG/en_US/f41dc1b4d35c5400e6e74b31c469d666.jpg
BTG-166-R-EN,False,0,1,False,Dorothy Gale,Dorothy Gale,Yzmir,Rare,Character,5,#5#,3,2,2,,,#{J}# You may send target Character to Reserve.,,#{J}# Vous pouvez envoyer un Personnage ciblé en Réserve.,,ALT_CORE_B_YZ_16_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_16/JPG/en_US/5b809b941cf67619c0e61157a3cf2758.jpg
BTG-167-C-EN,False,0,3,False,Sakarabru,Sakarabru,Yzmir,Common,Character,7,4,4,4,4,,,{H} Your opponent's Expedition facing me moves backwards one region.,,{H} L'Expédition adverse qui me fait face recule d'une région.,,ALT_CORE_B_YZ_18_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_18/JPG/en_US/ef1b1accbd3e9d7274351ee3d5d19b08.jpg
BTG-167-C-EN,False,0,1,False,Sakarabru,Sakarabru,Yzmir,Common,Character,7,4,4,4,4,,,{H} Your opponent's Expedition facing me moves backwards one region.,,{H} L'Expédition adverse qui me fait face recule d'une région.,,ALT_COREKS_B_YZ_18_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_18/JPG/en_US/eb8d388d8737c4dc560a13813b29e645.jpg
BTG-167-R-EN,False,0,1,False,Sakarabru,Sakarabru,Yzmir,Rare,Character,7,4,#5#,#5#,#5#,,,{H} Your opponent's Expedition facing me moves backwards one region.,#{D} : Draw a card.# (Discard me from Reserve to do this.),{H} L'Expédition adverse qui me fait face recule d'une région.,#{D} : Piochez une carte.# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_18_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_18/JPG/en_US/272c5163b8b05d8ab4960da82f7fdfc2.jpg
BTG-168-C-EN,False,0,1,False,The Kraken,Le Kraken,Yzmir,Common,Character,7,7,0,0,8,,,[Gigantic]. (I am considered present in each of your Expeditions.)  {J} Sacrifice two Characters.  All regions are {O} and lose their other types.,,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  {J} Sacrifiez deux Personnages.  Toutes les régions sont {O} et perdent leurs autres types.,,ALT_COREKS_B_YZ_17_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_YZ_17/JPG/en_US/0e9595ee9826b63f0e7d2b5e8d4489a4.jpg
BTG-168-C-EN,False,0,2,False,The Kraken,Le Kraken,Yzmir,Common,Character,7,7,0,0,8,,,[Gigantic]. (I am considered present in each of your Expeditions.)  {J} Sacrifice two Characters.  All regions are {O} and lose their other types.,,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  {J} Sacrifiez deux Personnages.  Toutes les régions sont {O} et perdent leurs autres types.,,ALT_CORE_B_YZ_17_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_17/JPG/en_US/a64ad3a6ae55e06e5bcf7f63c30add62.jpg
BTG-169-C-EN,False,0,2,False,Magical Training,Entraînement Magique,Yzmir,Common,Spell,1,3,,,,,,Draw a card.,,Piochez une carte.,,ALT_COREKS_B_YZ_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_19/JPG/en_US/9fa3d90d6b5217ff124219128ac0649c.jpg
BTG-169-C-EN,False,0,1,False,Magical Training,Entraînement Magique,Yzmir,Common,Spell,1,3,,,,,,Draw a card.,,Piochez une carte.,,ALT_CORE_B_YZ_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_19/JPG/en_US/ed2f2469d98413963478d4350fae04fd.jpg
BTG-170-C-EN,False,0,3,False,Gift of Self,Don de Soi,Yzmir,Common,Spell,2,2,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Sacrifice a Character. If you do, draw two cards.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Sacrifiez un Personnage. Si vous le faites, piochez deux cartes.",,ALT_COREKS_B_YZ_20_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_20/JPG/en_US/9bc51bec19b3bc82c380bfb7265fbe96.jpg
BTG-170-C-EN,False,0,2,False,Gift of Self,Don de Soi,Yzmir,Common,Spell,2,2,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Sacrifice a Character. If you do, draw two cards.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Sacrifiez un Personnage. Si vous le faites, piochez deux cartes.",,ALT_CORE_B_YZ_20_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_20/JPG/en_US/2d778a5e7c4cd7149214c670b9415ad0.jpg
BTG-171-C-EN,False,0,4,False,Spy Craft,Espionnage,Yzmir,Common,Spell,2,2,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  [Sabotage], then [Resupply]. (Discard up to one target card from a Reserve. Put the top card of your deck in Reserve.)",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  [Sabotez], puis [Ravitaillez]. (Défaussez jusqu'à une carte d'une Réserve. Mettez la première carte de votre deck en Réserve.)",,ALT_CORE_B_YZ_22_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_22/JPG/en_US/059c072121ce3f419b479bed594fa75f.jpg
BTG-172-C-EN,False,0,3,False,Off You Go!,Zou !,Yzmir,Common,Spell,2,4,,,,,,Send to Reserve target Character with Hand Cost {3} or less.,,Envoyez en Réserve un Personnage ciblé de Coût de Main {3} ou moins.,,ALT_CORE_B_YZ_21_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_21/JPG/en_US/33593c25dfdea12f87d331088b1ab3a2.jpg
BTG-172-F-EN,False,0,1,False,Off You Go!,Zou !,Lyra,Rare,Spell,2,4,,,,,,Send to Reserve target Character with Hand Cost {3} or less.,,Envoyez en Réserve un Personnage ciblé de Coût de Main {3} ou moins.,,ALT_CORE_B_YZ_21_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_21/JPG/en_US/1728c7d1a965b401aebcdaede3f9c82c.jpg
BTG-173-C-EN,False,0,1,False,Conjuring Seal,Sceau de Conjuration,Yzmir,Common,Spell,3,5,,,,,,Draw two cards.,,Piochez deux cartes.,,ALT_CORE_B_YZ_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_23/JPG/en_US/722ffb74d49b4c505e72768afb34aef1.jpg
BTG-173-C-EN,False,0,3,False,Conjuring Seal,Sceau de Conjuration,Yzmir,Common,Spell,3,5,,,,,,Draw two cards.,,Piochez deux cartes.,,ALT_COREKS_B_YZ_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_23/JPG/en_US/40a24fac8b030a73a038d30bb29c5322.jpg
BTG-173-F-EN,False,0,1,False,Conjuring Seal,Sceau de Conjuration,Ordis,Rare,Spell,3,5,,,,,,Draw two cards.,,Piochez deux cartes.,,ALT_CORE_B_YZ_23_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_23/JPG/en_US/f5aa2fc83748474da925191ba7ffd382.jpg
BTG-174-C-EN,False,0,5,False,Banishing Gate,Portail de Bannissement,Yzmir,Common,Spell,4,4,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Discard target Character or Permanent.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un Personnage ou Permanent ciblé.,,ALT_CORE_B_YZ_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_24/JPG/en_US/f461575dda4bbac6623e553b5638c5da.jpg
BTG-175-C-EN,False,0,4,False,Kraken's Wrath,Furie du Kraken,Yzmir,Common,Spell,5,5,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Send to Reserve up to three target Characters with a total Hand Cost {5} or less.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve jusqu'à trois Personnages ciblés de Coût de Main total de {5} ou moins.,,ALT_CORE_B_YZ_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_26/JPG/en_US/c90a0cd673dd791bdc6e26d47e09b7f5.jpg
BTG-175-F-EN,False,0,1,False,Kraken's Wrath,Furie du Kraken,Axiom,Rare,Spell,5,5,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Send to Reserve up to #four# target Characters with a total Hand Cost #{6} or less#.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve jusqu'à #quatre# Personnages ciblés de Coût de Main total de #{6} ou moins#.,,ALT_CORE_B_YZ_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_26/JPG/en_US/d1b313f1207815924841da8bd9108e98.jpg
BTG-176-C-EN,False,0,2,False,"Small Step, Giant Leap","Petit Pas, Bond de Géant",Yzmir,Common,Spell,6,6,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Target Expedition moves forward one region.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Une Expédition ciblée avance d'une région.,,ALT_CORE_B_YZ_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_25/JPG/en_US/4c098045e42fb4ec0d11d5d19de0d519.jpg
BTG-176-C-EN,False,0,1,False,"Small Step, Giant Leap","Petit Pas, Bond de Géant",Yzmir,Common,Spell,6,6,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Target Expedition moves forward one region.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Une Expédition ciblée avance d'une région.,,ALT_COREKS_B_YZ_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_25/JPG/en_US/32e7429b83b72db3cf585e258f755809.jpg
BTG-177-C-EN,False,0,2,False,Celestial Blast,Explosion Céleste,Yzmir,Common,Spell,7,7,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Discard up to two targets, Characters or Permanents.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez jusqu'à deux cibles, Personnages ou Permanents.",,ALT_CORE_B_YZ_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_27/JPG/en_US/73e1b75e50c4eaffd8f1d48442950a68.jpg
BTG-177-C-EN,False,0,2,False,Celestial Blast,Explosion Céleste,Yzmir,Common,Spell,7,7,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Discard up to two targets, Characters or Permanents.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez jusqu'à deux cibles, Personnages ou Permanents.",,ALT_COREKS_B_YZ_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_27/JPG/en_US/98eb95d27b5234af97b53f9ac6d3d44b.jpg
BTG-178-C-EN,False,0,1,False,Baba's Isba,L'Isba de Baba,Yzmir,Common,Permanent,3,3,,,,,,"{J} Draw a card.  {T}, Sacrifice a Character: [After You]. (End your turn as if you had played a card. You may still play cards later this Day.)",,"{J} Piochez une carte.  {T}, Sacrifiez un Personnage : [Après vous]. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.)",,ALT_CORE_B_YZ_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_28/JPG/en_US/239aaa05fd928629ed29dce9a0bd9ff3.jpg
BTG-178-C-EN,False,0,2,False,Baba's Isba,L'Isba de Baba,Yzmir,Common,Permanent,3,3,,,,,,"{J} Draw a card.  {T}, Sacrifice a Character: [After You]. (End your turn as if you had played a card. You may still play cards later this Day.)",,"{J} Piochez une carte.  {T}, Sacrifiez un Personnage : [Après vous]. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.)",,ALT_COREKS_B_YZ_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_28/JPG/en_US/80d3a985d0ba9b012110e57d55525db9.jpg
BTG-178-R-EN,False,0,1,False,Baba's Isba,L'Isba de Baba,Yzmir,Rare,Permanent,#2#,#2#,,,,,,"{J} Draw a card.  {T}, Sacrifice a Character: [After You]. (End your turn as if you had played a card. You may still play cards later this Day.)",,"{J} Piochez une carte.  {T}, Sacrifiez un Personnage : [Après vous]. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.)",,ALT_CORE_B_YZ_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_28/JPG/en_US/be9925e50a818418002bab7f3d2199fb.jpg
BTG-179-C-EN,False,0,1,False,Aether Shard,Fragment d'Éther,Yzmir,Common,Permanent,5,5,,,,,,At Noon — Draw a card.,,À Midi — Piochez une carte.,,ALT_COREKS_B_YZ_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_29/JPG/en_US/6cb044d5ea696195dc3b2748e4ceff30.jpg
BTG-179-R-EN,False,0,1,False,Aether Shard,Fragment d'Éther,Yzmir,Rare,Permanent,5,5,,,,,,#{J} Draw a card.#  At Noon — Draw a card.,,#{J} Piochez une carte.#  À Midi — Piochez une carte.,,ALT_CORE_B_YZ_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_29/JPG/en_US/4ebad90be9e4d08c40ba8d5984be54a1.jpg
BTG-180-C-EN,False,0,1,False,"The Kadigir, Yzmir Bastion","Le Kadigir, Bastion Yzmir",Yzmir,Common,Permanent,8,8,,,,,,{T} : The next Spell you play this turn is free.,,{T} : Le prochain Sort que vous jouez ce tour est gratuit.,,ALT_CORE_B_YZ_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_30/JPG/en_US/3ee35e1639bce31c1b9ca981f4a02c8a.jpg
BTG-180-C-EN,False,0,2,False,"The Kadigir, Yzmir Bastion","Le Kadigir, Bastion Yzmir",Yzmir,Common,Permanent,8,8,,,,,,{T} : The next Spell you play this turn is free.,,{T} : Le prochain Sort que vous jouez ce tour est gratuit.,,ALT_COREKS_B_YZ_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_30/JPG/en_US/832e177595f0afea1e8ff60cc121c1a2.jpg
BTG-180-R-EN,False,0,1,False,"The Kadigir, Yzmir Bastion","Le Kadigir, Bastion Yzmir",Yzmir,Rare,Permanent,8,8,,,,,,"{T} : The next Spell you play this turn is free. #If you play it from your hand, it loses [[Fleeting]].#",,"{T} : Le prochain Sort que vous jouez ce tour est gratuit. #Si vous le jouez de votre main, il perd [[Fugace]].#",,ALT_CORE_B_YZ_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_30/JPG/en_US/11a340b46e4727d5f15cb37867d04f05.jpg
